学校名称,学校标识码,主管部门,所在地,办学层次,备注
内蒙古体育职业学院,4115012894,内蒙古自治区,呼和浩特市,专科,
乌兰察布职业学院,4115013699,内蒙古自治区,乌兰察布市,专科,
通辽职业学院,4115013740,内蒙古自治区,通辽市,专科,
科尔沁艺术职业学院,4115013741,内蒙古自治区,通辽市,专科,
内蒙古交通职业技术学院,4115013824,内蒙古自治区,赤峰市,专科,
包头钢铁职业技术学院,4115013864,内蒙古自治区,包头市,专科,
乌海职业技术学院,4115013915,内蒙古自治区,乌海市,专科,
内蒙古科技职业学院,4115014048,内蒙古自治区教育厅,呼和浩特市,专科,民办
内蒙古北方职业技术学院,4115014049,内蒙古自治区教育厅,呼和浩特市,专科,民办
赤峰职业技术学院,4115014050,内蒙古自治区教育厅,赤峰市,专科,民办
内蒙古经贸外语职业学院,4115014051,内蒙古自治区教育厅,呼和浩特市,专科,民办
包头铁道职业技术学院,4115014187,内蒙古自治区,包头市,专科,
乌兰察布医学高等专科学校,4115014219,内蒙古自治区,乌兰察布市,专科,
鄂尔多斯职业学院,4115014248,内蒙古自治区,鄂尔多斯市,专科,
内蒙古工业职业学院,4115014282,内蒙古自治区教育厅,呼和浩特市,专科,民办
呼伦贝尔职业技术学院,4115014283,内蒙古自治区,呼伦贝尔市,专科,
满洲里俄语职业学院,4115014285,内蒙古自治区,呼伦贝尔市,专科,
内蒙古能源职业学院,4115014337,内蒙古自治区教育厅,呼和浩特市,专科,民办
赤峰工业职业技术学院,4115014338,内蒙古自治区,赤峰市,专科,
阿拉善职业技术学院,4115014339,内蒙古自治区,阿拉善盟,专科,
内蒙古美术职业学院,4115014387,内蒙古自治区教育厅,巴彦淖尔市,专科,民办
内蒙古民族幼儿师范高等专科学校,4115014463,内蒙古自治区,鄂尔多斯市,专科,
鄂尔多斯生态环境职业学院,4115014501,内蒙古自治区,鄂尔多斯市,专科,
扎兰屯职业学院,4115014539,内蒙古自治区,呼伦贝尔市,专科,
辽宁大学,4121010140,辽宁省,沈阳市,本科,
大连理工大学,4121010141,教育部,大连市,本科,
沈阳工业大学,4121010142,辽宁省,沈阳市,本科,
沈阳航空航天大学,4121010143,辽宁省,沈阳市,本科,
沈阳理工大学,4121010144,辽宁省,沈阳市,本科,
东北大学,4121010145,教育部,沈阳市,本科,
辽宁科技大学,4121010146,辽宁省,鞍山市,本科,
辽宁工程技术大学,4121010147,辽宁省,阜新市,本科,
辽宁石油化工大学,4121010148,辽宁省,抚顺市,本科,
沈阳化工大学,4121010149,辽宁省,沈阳市,本科,
大连交通大学,4121010150,辽宁省,大连市,本科,
大连海事大学,4121010151,交通运输部,大连市,本科,
大连工业大学,4121010152,辽宁省,大连市,本科,
沈阳建筑大学,4121010153,辽宁省,沈阳市,本科,
辽宁工业大学,4121010154,辽宁省,锦州市,本科,
沈阳农业大学,4121010157,辽宁省,沈阳市,本科,
大连海洋大学,4121010158,辽宁省,大连市,本科,
中国医科大学,4121010159,辽宁省,沈阳市,本科,
锦州医科大学,4121010160,辽宁省,锦州市,本科,
大连医科大学,4121010161,辽宁省,大连市,本科,
辽宁中医药大学,4121010162,辽宁省,沈阳市,本科,
沈阳药科大学,4121010163,辽宁省,沈阳市,本科,
沈阳医学院,4121010164,辽宁省,沈阳市,本科,
辽宁师范大学,4121010165,辽宁省,大连市,本科,
沈阳师范大学,4121010166,辽宁省,沈阳市,本科,
渤海大学,4121010167,辽宁省,锦州市,本科,
鞍山师范学院,4121010169,辽宁省,鞍山市,本科,
大连外国语大学,4121010172,辽宁省,大连市,本科,
东北财经大学,4121010173,辽宁省,大连市,本科,
中国刑事警察学院,4121010175,公安部,沈阳市,本科,
沈阳体育学院,4121010176,辽宁省,沈阳市,本科,
沈阳音乐学院,4121010177,辽宁省,沈阳市,本科,
鲁迅美术学院,4121010178,辽宁省,沈阳市,本科,
辽宁对外经贸学院,4121010841,辽宁省教育厅,大连市,本科,民办
沈阳大学,4121011035,辽宁省,沈阳市,本科,
大连大学,4121011258,辽宁省,大连市,本科,
辽宁科技学院,4121011430,辽宁省,本溪市,本科,
辽宁警察学院,4121011432,辽宁省,大连市,本科,
沈阳工程学院,4121011632,辽宁省,沈阳市,本科,
辽东学院,4121011779,辽宁省,丹东市,本科,
大连民族大学,4121012026,国家民委,大连市,本科,
大连理工大学城市学院,4121013198,辽宁省教育厅,大连市,本科,民办
沈阳工业大学工程学院,4121013199,辽宁省教育厅,辽阳市,本科,民办
沈阳航空航天大学北方科技学院,4121013200,辽宁省教育厅,沈阳市,本科,民办
沈阳工学院,4121013201,辽宁省教育厅,沈阳市,本科,民办
大连工业大学艺术与信息工程学院,4121013203,辽宁省教育厅,大连市,本科,民办
大连科技学院,4121013207,辽宁省教育厅,大连市,本科,民办
沈阳城市建设学院,4121013208,辽宁省教育厅,沈阳市,本科,民办
中国医科大学临床医药学院,4121013211,辽宁省教育厅,沈阳市,本科,民办
大连医科大学中山学院,4121013212,辽宁省教育厅,大连市,本科,民办
锦州医科大学医疗学院,4121013213,辽宁省教育厅,锦州市,本科,民办
辽宁师范大学海华学院,4121013215,辽宁省教育厅,沈阳市,本科,民办
辽宁理工学院,4121013217,辽宁省教育厅,锦州市,本科,民办
大连财经学院,4121013218,辽宁省教育厅,大连市,本科,民办
沈阳城市学院,4121013220,辽宁省教育厅,沈阳市,本科,民办
辽宁石油化工大学顺华能源学院,4121013583,辽宁省教育厅,抚顺市,本科,民办
大连艺术学院,4121013599,辽宁省教育厅,大连市,本科,民办
辽宁中医药大学杏林学院,4121013609,辽宁省教育厅,沈阳市,本科,民办
辽宁何氏医学院,4121013610,辽宁省教育厅,沈阳市,本科,民办
沈阳科技学院,4121013621,辽宁省教育厅,沈阳市,本科,民办
大连东软信息学院,4121013631,辽宁省教育厅,大连市,本科,民办
辽宁财贸学院,4121013900,辽宁省教育厅,葫芦岛市,本科,民办
辽宁传媒学院,4121013957,辽宁省教育厅,沈阳市,本科,民办
营口理工学院,4121014435,辽宁省,营口市,本科,
朝阳师范高等专科学校,4121010171,辽宁省,朝阳市,专科,
抚顺师范高等专科学校,4121010179,辽宁省,抚顺市,专科,
锦州师范高等专科学校,4121010180,辽宁省,锦州市,专科,
营口职业技术学院,4121010181,辽宁省,营口市,专科,
铁岭师范高等专科学校,4121010182,辽宁省,铁岭市,专科,
大连职业技术学院,4121010845,辽宁省,大连市,专科,
辽宁农业职业技术学院,4121010957,辽宁省,营口市,专科,
抚顺职业技术学院,4121011037,辽宁省,抚顺市,专科,
辽阳职业技术学院,4121011249,辽宁省,辽阳市,专科,
阜新高等专科学校,4121011250,辽宁省,阜新市,专科,
辽宁省交通高等专科学校,4121011500,辽宁省,沈阳市,专科,
辽宁税务高等专科学校,4121011735,辽宁省,大连市,专科,
盘锦职业技术学院,4121012063,辽宁省,盘锦市,专科,
沈阳航空职业技术学院,4121012590,辽宁省,沈阳市,专科,
辽宁体育运动职业技术学院,4121012591,辽宁省,沈阳市,专科,
辽宁职业学院,4121012592,辽宁省,铁岭市,专科,
辽宁林业职业技术学院,4121012593,辽宁省,沈阳市,专科,
沈阳职业技术学院,4121012594,辽宁省,沈阳市,专科,
辽宁理工职业学院,4121012595,辽宁省教育厅,锦州市,专科,民办
大连商务职业学院,4121012730,辽宁省教育厅,大连市,专科,民办
辽宁金融职业学院,4121012895,辽宁省,沈阳市,专科,
辽宁轨道交通职业学院,4121012896,辽宁省,沈阳市,专科,
辽宁广告职业学院,4121012897,辽宁省教育厅,沈阳市,专科,民办
辽宁机电职业技术学院,4121012898,辽宁省,丹东市,专科,
辽宁经济职业技术学院,4121012899,辽宁省,沈阳市,专科,
辽宁石化职业技术学院,4121012900,辽宁省,锦州市,专科,
渤海船舶职业学院,4121012931,辽宁省,葫芦岛市,专科,
大连软件职业学院,4121013958,辽宁省教育厅,大连市,专科,民办
大连翻译职业学院,4121013959,辽宁省教育厅,大连市,专科,民办
辽宁商贸职业学院,4121013960,辽宁省,沈阳市,专科,
大连枫叶职业技术学院,4121013961,辽宁省教育厅,大连市,专科,民办
辽宁装备制造职业技术学院,4121014076,辽宁省,沈阳市,专科,
辽河石油职业技术学院,4121014077,辽宁省,盘锦市,专科,
辽宁地质工程职业学院,4121014106,辽宁省,丹东市,专科,
辽宁铁道职业技术学院,4121014188,辽宁省,锦州市,专科,
辽宁建筑职业学院,4121014189,辽宁省,辽阳市,专科,
大连航运职业技术学院,4121014209,辽宁省教育厅,大连市,专科,民办
大连装备制造职业技术学院,4121014227,辽宁省教育厅,大连市,专科,民办
大连汽车职业技术学院,4121014228,辽宁省教育厅,大连市,专科,民办
辽宁现代服务职业技术学院,4121014240,辽宁省,沈阳市,专科,
辽宁冶金职业技术学院,4121014286,辽宁省,本溪市,专科,
辽宁工程职业学院,4121014287,辽宁省,铁岭市,专科,
辽宁城市建设职业技术学院,4121014288,辽宁省,沈阳市,专科,
辽宁医药职业学院,4121014289,辽宁省,沈阳市,专科,
铁岭卫生职业学院,4121014290,辽宁省,铁岭市,专科,
沈阳北软信息职业技术学院,4121014385,辽宁省教育厅,沈阳市,专科,民办
辽宁政法职业学院,4121014398,辽宁省,沈阳市,专科,
辽宁民族师范高等专科学校,4121014464,辽宁省,沈阳市,专科,
辽宁轻工职业学院,4121014473,辽宁省,大连市,专科,
辽宁水利职业学院,4121014474,辽宁省,沈阳市,专科,
辽宁特殊教育师范高等专科学校,4121014526,辽宁省,沈阳市,专科,
吉林大学,4122010183,教育部,长春市,本科,
延边大学,4122010184,吉林省,延边朝鲜族自治州,本科,
长春理工大学,4122010186,吉林省,长春市,本科,
东北电力大学,4122010188,吉林省,吉林市,本科,
长春工业大学,4122010190,吉林省,长春市,本科,
吉林建筑大学,4122010191,吉林省,长春市,本科,
吉林化工学院,4122010192,吉林省,吉林市,本科,
吉林农业大学,4122010193,吉林省,长春市,本科,
长春中医药大学,4122010199,吉林省,长春市,本科,
东北师范大学,4122010200,教育部,长春市,本科,
北华大学,4122010201,吉林省,吉林市,本科,
通化师范学院,4122010202,吉林省,通化市,本科,
吉林师范大学,4122010203,吉林省,四平市,本科,
吉林工程技术师范学院,4122010204,吉林省,长春市,本科,
长春师范大学,4122010205,吉林省,长春市,本科,
白城师范学院,4122010206,吉林省,白城市,本科,
吉林财经大学,4122010207,吉林省,长春市,本科,
吉林体育学院,4122010208,吉林省,长春市,本科,
吉林艺术学院,4122010209,吉林省,长春市,本科,
吉林华桥外国语学院,4122010964,吉林省教育厅,长春市,本科,民办
吉林工商学院,4122011261,吉林省,长春市,本科,
长春工程学院,4122011437,吉林省,长春市,本科,
吉林农业科技学院,4122011439,吉林省,吉林市,本科,
吉林警察学院,4122011441,吉林省,长春市,本科,
长春大学,4122011726,吉林省,长春市,本科,
长春光华学院,4122013600,吉林省教育厅,长春市,本科,民办
长春工业大学人文信息学院,4122013601,吉林省教育厅,长春市,本科,民办
长春理工大学光电信息学院,4122013602,吉林省教育厅,长春市,本科,民办
长春财经学院,4122013603,吉林省教育厅,长春市,本科,民办
吉林建筑大学城建学院,4122013604,吉林省教育厅,长春市,本科,民办
长春建筑学院,4122013605,吉林省教育厅,长春市,本科,民办
长春科技学院,4122013606,吉林省教育厅,长春市,本科,民办
吉林动画学院,4122013607,吉林省教育厅,长春市,本科,民办
吉林师范大学博达学院,4122013622,吉林省教育厅,四平市,本科,民办
长春大学旅游学院,4122013623,吉林省教育厅,长春市,本科,民办
东北师范大学人文学院,4122013662,吉林省教育厅,长春市,本科,民办
吉林医药学院,4122013706,吉林省,吉林市,本科,
长春师范高等专科学校,3622000335,吉林省,长春市,专科,
辽源职业技术学院,4122010847,吉林省,辽源市,专科,
四平职业大学,4122011044,吉林省,四平市,专科,
长春汽车工业高等专科学校,4122011436,吉林省,长春市,专科,
长春金融高等专科学校,4122011440,吉林省,长春市,专科,
长春医学高等专科学校,4122011823,吉林省,长春市,专科,
吉林交通职业技术学院,4122012049,吉林省,长春市,专科,
长春东方职业学院,4122012306,吉林省教育厅,长春市,专科,民办
吉林司法警官职业学院,4122012901,吉林省,长春市,专科,
吉林电子信息职业技术学院,4122012902,吉林省,吉林市,专科,
吉林工业职业技术学院,4122012903,吉林省,吉林市,专科,
吉林工程职业学院,4122012904,吉林省,四平市,专科,
长春职业技术学院,4122013161,吉林省,长春市,专科,
白城医学高等专科学校,4122013743,吉林省,白城市,专科,
长春信息技术职业学院,4122013916,吉林省教育厅,长春市,专科,民办
松原职业技术学院,4122013917,吉林省,松原市,专科,
吉林铁道职业技术学院,4122014052,吉林省,吉林市,专科,
白城职业技术学院,4122014107,吉林省,白城市,专科,
长白山职业技术学院,4122014190,吉林省,白山市,专科,
吉林科技职业技术学院,4122014291,吉林省教育厅,长春市,专科,民办
延边职业技术学院,4122014340,吉林省,延边朝鲜族自治州,专科,
吉林城市职业技术学院,4122014426,吉林省教育厅,长春市,专科,民办
吉林职业技术学院,4122014567,吉林省教育厅,延边朝鲜族自治州,专科,民办
吉林水利电力职业学院,4122014602,吉林省,长春市,专科,
长春健康职业学院,4122014603,吉林省教育厅,长春市,专科,民办
黑龙江大学,4123010212,黑龙江省,哈尔滨市,本科,
哈尔滨工业大学,4123010213,工业和信息化部,哈尔滨市,本科,
哈尔滨理工大学,4123010214,黑龙江省,哈尔滨市,本科,
哈尔滨工程大学,4123010217,工业和信息化部,哈尔滨市,本科,
黑龙江科技大学,4123010219,黑龙江省,哈尔滨市,本科,
东北石油大学,4123010220,黑龙江省,大庆市,本科,
佳木斯大学,4123010222,黑龙江省,佳木斯市,本科,
黑龙江八一农垦大学,4123010223,黑龙江省,大庆市,本科,
东北农业大学,4123010224,黑龙江省,哈尔滨市,本科,
东北林业大学,4123010225,教育部,哈尔滨市,本科,
哈尔滨医科大学,4123010226,黑龙江省,哈尔滨市,本科,
黑龙江中医药大学,4123010228,黑龙江省,哈尔滨市,本科,
牡丹江医学院,4123010229,黑龙江省,牡丹江市,本科,
哈尔滨师范大学,4123010231,黑龙江省,哈尔滨市,本科,
齐齐哈尔大学,4123010232,黑龙江省,齐齐哈尔市,本科,
牡丹江师范学院,4123010233,黑龙江省,牡丹江市,本科,
哈尔滨学院,4123010234,黑龙江省,哈尔滨市,本科,
大庆师范学院,4123010235,黑龙江省,大庆市,本科,
绥化学院,4123010236,黑龙江省,绥化市,本科,
哈尔滨商业大学,4123010240,黑龙江省,哈尔滨市,本科,
哈尔滨体育学院,4123010242,黑龙江省,哈尔滨市,本科,
哈尔滨金融学院,4123010245,黑龙江省,哈尔滨市,本科,
齐齐哈尔医学院,4123011230,黑龙江省,齐齐哈尔市,本科,
黑龙江工业学院,4123011445,黑龙江省,鸡西市,本科,
黑龙江东方学院,4123011446,黑龙江省教育厅,哈尔滨市,本科,民办
哈尔滨信息工程学院,4123011635,黑龙江省教育厅,哈尔滨市,本科,民办
黑龙江工程学院,4123011802,黑龙江省,哈尔滨市,本科,
齐齐哈尔工程学院,4123012729,黑龙江省教育厅,齐齐哈尔市,本科,民办
黑龙江外国语学院,4123013296,黑龙江省教育厅,哈尔滨市,本科,民办
黑龙江财经学院,4123013298,黑龙江省教育厅,哈尔滨市,本科,民办
哈尔滨石油学院,4123013299,黑龙江省教育厅,哈尔滨市,本科,民办
黑龙江工商学院,4123013300,黑龙江省教育厅,哈尔滨市,本科,民办
哈尔滨远东理工学院,4123013301,黑龙江省教育厅,哈尔滨市,本科,民办
哈尔滨剑桥学院,4123013303,黑龙江省教育厅,哈尔滨市,本科,民办
黑龙江工程学院昆仑旅游学院,4123013304,黑龙江省教育厅,哈尔滨市,本科,民办
哈尔滨广厦学院,4123013306,黑龙江省教育厅,哈尔滨市,本科,民办
哈尔滨华德学院,4123013307,黑龙江省教育厅,哈尔滨市,本科,民办
黑河学院,4123013744,黑龙江省,黑河市,本科,
哈尔滨音乐学院,4123014560,黑龙江省,哈尔滨市,本科,
齐齐哈尔高等师范专科学校,4123010238,黑龙江省,齐齐哈尔市,专科,
伊春职业学院,4123010872,黑龙江省,伊春市,专科,
牡丹江大学,4123011046,黑龙江省,牡丹江市,专科,
黑龙江职业学院,4123011449,黑龙江省,哈尔滨市,专科,
黑龙江建筑职业技术学院,4123012053,黑龙江省,哈尔滨市,专科,
黑龙江艺术职业学院,4123012490,黑龙江省,哈尔滨市,专科,
大庆职业学院,4123012718,黑龙江省,大庆市,专科,
黑龙江林业职业技术学院,4123012724,黑龙江省,牡丹江市,专科,
黑龙江农业职业技术学院,4123012725,黑龙江省,佳木斯市,专科,
黑龙江农业工程职业学院,4123012726,黑龙江省,哈尔滨市,专科,
黑龙江农垦职业学院,4123012727,黑龙江省,哈尔滨市,专科,
黑龙江司法警官职业学院,4123012728,黑龙江省,哈尔滨市,专科,
鹤岗师范高等专科学校,4123012905,黑龙江省,鹤岗市,专科,
哈尔滨电力职业技术学院,4123012906,黑龙江省,哈尔滨市,专科,
哈尔滨铁道职业技术学院,4123012907,黑龙江省,哈尔滨市,专科,
大兴安岭职业学院,4123012908,黑龙江省,大兴安岭地区,专科,
黑龙江农业经济职业学院,4123012910,黑龙江省,牡丹江市,专科,
哈尔滨职业技术学院,4123012911,黑龙江省,哈尔滨市,专科,
哈尔滨传媒职业学院,4123013302,黑龙江省教育厅,哈尔滨市,专科,民办
黑龙江生物科技职业学院,4123013447,黑龙江省,哈尔滨市,专科,
黑龙江商业职业学院,4123013448,黑龙江省,牡丹江市,专科,
黑龙江公安警官职业学院,4123013449,黑龙江省,哈尔滨市,专科,
黑龙江信息技术职业学院,4123013450,黑龙江省,哈尔滨市,专科,
哈尔滨城市职业学院,4123013451,黑龙江省教育厅,哈尔滨市,专科,民办
黑龙江农垦科技职业学院,4123013453,黑龙江省,哈尔滨市,专科,
黑龙江旅游职业技术学院,4123013729,黑龙江省,哈尔滨市,专科,
黑龙江三江美术职业学院,4123013730,黑龙江省教育厅,佳木斯市,专科,民办
黑龙江生态工程职业学院,4123013731,黑龙江省,哈尔滨市,专科,
黑龙江能源职业学院,4123013732,黑龙江省,双鸭山市,专科,
七台河职业学院,4123013918,黑龙江省,七台河市,专科,
黑龙江民族职业学院,4123013935,黑龙江省,哈尔滨市,专科,
大庆医学高等专科学校,4123014017,黑龙江省,大庆市,专科,
黑龙江交通职业技术学院,4123014053,黑龙江省,齐齐哈尔市,专科,
哈尔滨应用职业技术学院,4123014055,黑龙江省教育厅,哈尔滨市,专科,民办
黑龙江幼儿师范高等专科学校,4123014095,黑龙江省,牡丹江市,专科,
哈尔滨科学技术职业学院,4123014108,黑龙江省,哈尔滨市,专科,
黑龙江粮食职业学院,4123014109,黑龙江省,哈尔滨市,专科,
佳木斯职业学院,4123014178,黑龙江省,佳木斯市,专科,
黑龙江护理高等专科学校,4123014272,黑龙江省,哈尔滨市,专科,
齐齐哈尔理工职业学院,4123014400,黑龙江省教育厅,齐齐哈尔市,专科,民办
哈尔滨幼儿师范高等专科学校,4123014425,黑龙江省,哈尔滨市,专科,
黑龙江冰雪体育职业学院,4123014540,黑龙江省,哈尔滨市,专科,
复旦大学,4131010246,教育部,上海市,本科,
同济大学,4131010247,教育部,上海市,本科,
上海交通大学,4131010248,教育部,上海市,本科,
华东理工大学,4131010251,教育部,上海市,本科,
上海理工大学,4131010252,上海市,上海市,本科,
上海海事大学,4131010254,上海市,上海市,本科,
东华大学,4131010255,教育部,上海市,本科,
上海电力学院,4131010256,上海市,上海市,本科,
上海应用技术大学,4131010259,上海市,上海市,本科,
上海健康医学院,4131010262,上海市,上海市,本科,
上海海洋大学,4131010264,上海市,上海市,本科,
上海中医药大学,4131010268,上海市,上海市,本科,
华东师范大学,4131010269,教育部,上海市,本科,
上海师范大学,4131010270,上海市,上海市,本科,
上海外国语大学,4131010271,教育部,上海市,本科,
上海财经大学,4131010272,教育部,上海市,本科,
上海对外经贸大学,4131010273,上海市,上海市,本科,
上海海关学院,4131010274,海关总署,上海市,本科,
华东政法大学,4131010276,上海市,上海市,本科,
上海体育学院,4131010277,上海市,上海市,本科,
上海音乐学院,4131010278,上海市,上海市,本科,
上海戏剧学院,4131010279,上海市,上海市,本科,
上海大学,4131010280,上海市,上海市,本科,
上海公安学院,4131010283,上海市,上海市,本科,
上海工程技术大学,4131010856,上海市,上海市,本科,
上海立信会计金融学院,4131011047,上海市,上海市,本科,
上海电机学院,4131011458,上海市,上海市,本科,
上海杉达学院,4131011833,上海市教委,上海市,本科,民办
上海政法学院,4131011835,上海市,上海市,本科,
上海第二工业大学,4131012044,上海市,上海市,本科,
上海商学院,4131012050,上海市,上海市,本科,
上海建桥学院,4131012799,上海市教委,上海市,本科,民办
上海兴伟学院,4131012914,上海市教委,上海市,本科,民办
上海视觉艺术学院,4131013632,上海市教委,上海市,本科,民办
上海外国语大学贤达经济人文学院,4131013636,上海市教委,上海市,本科,民办
上海师范大学天华学院,4131013893,上海市教委,上海市,本科,民办
上海科技大学,4131014423,上海市中国科学院,上海市,本科,
上海纽约大学,4131016404,上海市教委,上海市,本科,中外合作办学
上海旅游高等专科学校,4131010275,上海市,上海市,专科,
上海东海职业技术学院,4131010851,上海市教委,上海市,专科,民办
上海工商职业技术学院,4131010852,上海市教委,上海市,专科,民办
上海出版印刷高等专科学校,4131011733,上海市,上海市,专科,
上海行健职业学院,4131012493,上海市,上海市,专科,
上海城建职业学院,4131012495,上海市,上海市,专科,
上海交通职业技术学院,4131012497,上海市,上海市,专科,
上海海事职业技术学院,4131012498,上海市,上海市,专科,
上海电子信息职业技术学院,4131012499,上海市,上海市,专科,
上海震旦职业学院,4131012583,上海市教委,上海市,专科,民办
上海民远职业技术学院,4131012584,上海市教委,上海市,专科,民办
上海欧华职业技术学院,4131012585,上海市教委,上海市,专科,民办
上海思博职业技术学院,4131012586,上海市教委,上海市,专科,民办
上海立达职业技术学院,4131012587,上海市教委,上海市,专科,民办
上海工艺美术职业学院,4131012588,上海市,上海市,专科,
上海济光职业技术学院,4131012798,上海市教委,上海市,专科,民办
上海工商外国语职业学院,4131012800,上海市教委,上海市,专科,民办
上海科学技术职业学院,4131012801,上海市,上海市,专科,
上海农林职业技术学院,4131012912,上海市,上海市,专科,
上海邦德职业技术学院,4131012913,上海市教委,上海市,专科,民办
上海中侨职业技术学院,4131012915,上海市教委,上海市,专科,民办
上海电影艺术职业学院,4131013747,上海市教委,上海市,专科,民办
上海中华职业技术学院,4131013907,上海市教委,上海市,专科,民办
上海工会管理职业学院,4131014023,上海市,上海市,专科,
上海体育职业学院,4131014179,上海市,上海市,专科,
上海民航职业技术学院,4131014394,交通运输部,上海市,专科,
南京大学,4132010284,教育部,南京市,本科,
苏州大学,4132010285,江苏省,苏州市,本科,
东南大学,4132010286,教育部,南京市,本科,
南京航空航天大学,4132010287,工业和信息化部,南京市,本科,
南京理工大学,4132010288,工业和信息化部,南京市,本科,
江苏科技大学,4132010289,江苏省,镇江市,本科,
中国矿业大学,4132010290,教育部,徐州市,本科,
南京工业大学,4132010291,江苏省,南京市,本科,
常州大学,4132010292,江苏省,常州市,本科,
南京邮电大学,4132010293,江苏省,南京市,本科,
河海大学,4132010294,教育部,南京市,本科,
江南大学,4132010295,教育部,无锡市,本科,
南京林业大学,4132010298,江苏省,南京市,本科,
江苏大学,4132010299,江苏省,镇江市,本科,
南京信息工程大学,4132010300,江苏省,南京市,本科,
南通大学,4132010304,江苏省,南通市,本科,
盐城工学院,4132010305,江苏省,盐城市,本科,
南京农业大学,4132010307,教育部,南京市,本科,
南京医科大学,4132010312,江苏省,南京市,本科,
徐州医科大学,4132010313,江苏省,徐州市,本科,
南京中医药大学,4132010315,江苏省,南京市,本科,
中国药科大学,4132010316,教育部,南京市,本科,
南京师范大学,4132010319,江苏省,南京市,本科,
江苏师范大学,4132010320,江苏省,徐州市,本科,
淮阴师范学院,4132010323,江苏省,淮安市,本科,
盐城师范学院,4132010324,江苏省,盐城市,本科,
南京财经大学,4132010327,江苏省,南京市,本科,
江苏警官学院,4132010329,江苏省,南京市,本科,
南京体育学院,4132010330,江苏省,南京市,本科,
南京艺术学院,4132010331,江苏省,南京市,本科,
苏州科技大学,4132010332,江苏省,苏州市,本科,
常熟理工学院,4132010333,江苏省,苏州市,本科,
