学校名称,学校标识码,主管部门,所在地,办学层次,备注
淮阴工学院,4132011049,江苏省,淮安市,本科,
常州工学院,4132011055,江苏省,常州市,本科,
扬州大学,4132011117,江苏省,扬州市,本科,
三江学院,4132011122,江苏省教育厅,南京市,本科,民办
南京工程学院,4132011276,江苏省,南京市,本科,
南京审计大学,4132011287,江苏省,南京市,本科,
南京晓庄学院,4132011460,江苏省,南京市,本科,
江苏理工学院,4132011463,江苏省,常州市,本科,
淮海工学院,4132011641,江苏省,连云港市,本科,
徐州工程学院,4132011998,江苏省,徐州市,本科,
南京特殊教育师范学院,4132012048,江苏省,南京市,本科,
南通理工学院,4132012056,江苏省教育厅,南通市,本科,民办
南京森林警察学院,4132012213,国家林业局,南京市,本科,
东南大学成贤学院,4132012689,江苏省教育厅,南京市,本科,民办
泰州学院,4132012917,江苏省,泰州市,本科,
无锡太湖学院,4132013571,江苏省教育厅,无锡市,本科,民办
金陵科技学院,4132013573,江苏省,南京市,本科,
中国矿业大学徐海学院,4132013579,江苏省教育厅,徐州市,本科,民办
南京大学金陵学院,4132013646,江苏省教育厅,南京市,本科,民办
南京理工大学紫金学院,4132013654,江苏省教育厅,南京市,本科,民办
南京航空航天大学金城学院,4132013655,江苏省教育厅,南京市,本科,民办
中国传媒大学南广学院,4132013687,江苏省教育厅,南京市,本科,民办
南京理工大学泰州科技学院,4132013842,江苏省教育厅,泰州市,本科,民办
南京师范大学泰州学院,4132013843,江苏省教育厅,泰州市,本科,民办
南京工业大学浦江学院,4132013905,江苏省教育厅,南京市,本科,民办
南京师范大学中北学院,4132013906,江苏省教育厅,南京市,本科,民办
南京医科大学康达学院,4132013980,江苏省教育厅,连云港市,本科,民办
南京中医药大学翰林学院,4132013981,江苏省教育厅,泰州市,本科,民办
南京信息工程大学滨江学院,4132013982,江苏省教育厅,南京市,本科,民办
苏州大学文正学院,4132013983,江苏省教育厅,苏州市,本科,民办
苏州大学应用技术学院,4132013984,江苏省教育厅,苏州市,本科,民办
苏州科技大学天平学院,4132013985,江苏省教育厅,苏州市,本科,民办
江苏大学京江学院,4132013986,江苏省教育厅,镇江市,本科,民办
扬州大学广陵学院,4132013987,江苏省教育厅,扬州市,本科,民办
江苏师范大学科文学院,4132013988,江苏省教育厅,徐州市,本科,民办
南京邮电大学通达学院,4132013989,江苏省教育厅,扬州市,本科,民办
南京财经大学红山学院,4132013990,江苏省教育厅,镇江市,本科,民办
江苏科技大学苏州理工学院,4132013991,江苏省教育厅,张家港市,本科,民办
常州大学怀德学院,4132013992,江苏省教育厅,泰州市,本科,民办
南通大学杏林学院,4132013993,江苏省教育厅,南通市,本科,民办
南京审计大学金审学院,4132013994,江苏省教育厅,南京市,本科,民办
宿迁学院,4132014160,江苏省教育厅,宿迁市,本科,民办
江苏第二师范学院,4132014436,江苏省,南京市,本科,
西交利物浦大学,4132016403,江苏省教育厅,苏州市,本科,中外合作办学
昆山杜克大学,4132016406,江苏省教育厅,昆山市,本科,中外合作办学
盐城幼儿师范高等专科学校,3632000466,江苏省,盐城市,专科,
苏州幼儿师范高等专科学校,3632000583,江苏省,苏州市,专科,
明达职业技术学院,4132010826,江苏省教育厅,盐城市,专科,民办
无锡职业技术学院,4132010848,江苏省,无锡市,专科,
江苏建筑职业技术学院,4132010849,江苏省,徐州市,专科,
南京工业职业技术学院,4132010850,江苏省,南京市,专科,
江苏工程职业技术学院,4132010958,江苏省,南通市,专科,
苏州工艺美术职业技术学院,4132010960,江苏省,苏州市,专科,
连云港职业技术学院,4132011050,江苏省,连云港市,专科,
镇江市高等专科学校,4132011051,江苏省,镇江市,专科,
南通职业大学,4132011052,江苏省,南通市,专科,
苏州职业大学,4132011054,江苏省,苏州市,专科,
沙洲职业工学院,4132011288,江苏省,苏州市,专科,
扬州市职业大学,4132011462,江苏省,扬州市,专科,
连云港师范高等专科学校,4132011585,江苏省,连云港市,专科,
江苏经贸职业技术学院,4132012047,江苏省,南京市,专科,
九州职业技术学院,4132012054,江苏省教育厅,徐州市,专科,民办
硅湖职业技术学院,4132012078,江苏省教育厅,苏州市,专科,民办
泰州职业技术学院,4132012106,江苏省,泰州市,专科,
常州信息职业技术学院,4132012317,江苏省,常州市,专科,
江苏联合职业技术学院,4132012678,江苏省,南京市,专科,
江苏海事职业技术学院,4132012679,江苏省,南京市,专科,
应天职业技术学院,4132012680,江苏省教育厅,南京市,专科,民办
无锡科技职业学院,4132012681,江苏省,无锡市,专科,
江苏医药职业学院,4132012682,江苏省,盐城市,专科,
扬州环境资源职业技术学院,4132012683,江苏省,扬州市,专科,
南通科技职业学院,4132012684,江苏省,南通市,专科,
苏州经贸职业技术学院,4132012685,江苏省,苏州市,专科,
苏州工业职业技术学院,4132012686,江苏省,苏州市,专科,
苏州托普信息职业技术学院,4132012687,江苏省教育厅,苏州市,专科,民办
苏州卫生职业技术学院,4132012688,江苏省,苏州市,专科,
无锡商业职业技术学院,4132012702,江苏省,无锡市,专科,
南通航运职业技术学院,4132012703,江苏省,南通市,专科,
南京交通职业技术学院,4132012804,江苏省,南京市,专科,
淮安信息职业技术学院,4132012805,江苏省,淮安市,专科,
江苏农牧科技职业学院,4132012806,江苏省,泰州市,专科,
常州纺织服装职业技术学院,4132012807,江苏省,常州市,专科,
苏州农业职业技术学院,4132012808,江苏省,苏州市,专科,
苏州工业园区职业技术学院,4132012809,江苏省,苏州市,专科,
太湖创意职业技术学院,4132012918,江苏省教育厅,无锡市,专科,民办
炎黄职业技术学院,4132012919,江苏省教育厅,淮安市,专科,民办
南京科技职业学院,4132012920,江苏省,南京市,专科,
正德职业技术学院,4132012921,江苏省教育厅,南京市,专科,民办
钟山职业技术学院,4132012922,江苏省教育厅,南京市,专科,民办
无锡南洋职业技术学院,4132012923,江苏省教育厅,无锡市,专科,民办
江南影视艺术职业学院,4132013017,江苏省教育厅,无锡市,专科,民办
金肯职业技术学院,4132013100,江苏省教育厅,南京市,专科,民办
常州轻工职业技术学院,4132013101,江苏省,常州市,专科,
常州工程职业技术学院,4132013102,江苏省,常州市,专科,
江苏农林职业技术学院,4132013103,江苏省,镇江市,专科,
江苏食品药品职业技术学院,4132013104,江苏省,淮安市,专科,
建东职业技术学院,4132013105,江苏省教育厅,常州市,专科,民办
南京铁道职业技术学院,4132013106,江苏省,南京市,专科,
徐州工业职业技术学院,4132013107,江苏省,徐州市,专科,
江苏信息职业技术学院,4132013108,江苏省,无锡市,专科,
宿迁职业技术学院,4132013110,江苏省,宿迁市,专科,
南京信息职业技术学院,4132013112,江苏省,南京市,专科,
江海职业技术学院,4132013113,江苏省教育厅,扬州市,专科,民办
常州机电职业技术学院,4132013114,江苏省,常州市,专科,
江阴职业技术学院,4132013137,江苏省,无锡市,专科,
无锡城市职业技术学院,4132013748,江苏省,无锡市,专科,
无锡工艺职业技术学院,4132013749,江苏省,无锡市,专科,
金山职业技术学院,4132013750,江苏省教育厅,镇江市,专科,民办
苏州健雄职业技术学院,4132013751,江苏省,苏州市,专科,
盐城工业职业技术学院,4132013752,江苏省,盐城市,专科,
江苏财经职业技术学院,4132013753,江苏省,淮安市,专科,
扬州工业职业技术学院,4132013754,江苏省,扬州市,专科,
苏州百年职业学院,4132013962,江苏省教育厅,苏州市,专科,中外合作办学
昆山登云科技职业学院,4132013963,江苏省教育厅,苏州市,专科,民办
南京视觉艺术职业学院,4132013964,江苏省教育厅,南京市,专科,民办
江苏城市职业学院,4132014000,江苏省,南京市,专科,
南京城市职业学院,4132014001,江苏省,南京市,专科,
南京机电职业技术学院,4132014056,江苏省,南京市,专科,
苏州高博软件技术职业学院,4132014163,江苏省教育厅,苏州市,专科,民办
南京旅游职业学院,4132014180,江苏省,南京市,专科,
江苏卫生健康职业学院,4132014255,江苏省,南京市,专科,
苏州信息职业技术学院,4132014256,江苏省,苏州市,专科,
宿迁泽达职业技术学院,4132014293,江苏省教育厅,宿迁市,专科,民办
苏州工业园区服务外包职业学院,4132014295,江苏省,苏州市,专科,
徐州幼儿师范高等专科学校,4132014329,江苏省,徐州市,专科,
徐州生物工程职业技术学院,4132014401,江苏省,徐州市,专科,
江苏商贸职业学院,4132014475,江苏省,南通市,专科,
南通师范高等专科学校,4132014493,江苏省,南通市,专科,
扬州中瑞酒店职业学院,4132014528,江苏省教育厅,扬州市,专科,民办
江苏护理职业学院,4132014541,江苏省,淮安市,专科,
江苏财会职业学院,4132014542,江苏省,连云港市,专科,
江苏城乡建设职业学院,4132014543,江苏省,常州市,专科,
江苏航空职业技术学院,4132014568,江苏省,镇江市,专科,
江苏安全技术职业学院,4132014589,江苏省,徐州市,专科,
江苏旅游职业学院,4132014604,江苏省,扬州市,专科,
浙江大学,4133010335,教育部,杭州市,本科,
杭州电子科技大学,4133010336,浙江省,杭州市,本科,
浙江工业大学,4133010337,浙江省,杭州市,本科,
浙江理工大学,4133010338,浙江省,杭州市,本科,
浙江海洋大学,4133010340,浙江省,舟山市,本科,
浙江农林大学,4133010341,浙江省,杭州市,本科,
温州医科大学,4133010343,浙江省,温州市,本科,
浙江中医药大学,4133010344,浙江省,杭州市,本科,
浙江师范大学,4133010345,浙江省,金华市,本科,
杭州师范大学,4133010346,浙江省,杭州市,本科,
湖州师范学院,4133010347,浙江省,湖州市,本科,
绍兴文理学院,4133010349,浙江省,绍兴市,本科,
台州学院,4133010350,浙江省,台州市,本科,
温州大学,4133010351,浙江省,温州市,本科,
丽水学院,4133010352,浙江省,丽水市,本科,
浙江工商大学,4133010353,浙江省,杭州市,本科,
嘉兴学院,4133010354,浙江省,嘉兴市,本科,
中国美术学院,4133010355,浙江省,杭州市,本科,
中国计量大学,4133010356,浙江省,杭州市,本科,
公安海警学院,4133010829,公安部,宁波市,本科,
浙江万里学院,4133010876,浙江省,宁波市,本科,
浙江科技学院,4133011057,浙江省,杭州市,本科,
宁波工程学院,4133011058,浙江省,宁波市,本科,
浙江水利水电学院,4133011481,浙江省,杭州市,本科,
浙江财经大学,4133011482,浙江省,杭州市,本科,
浙江警察学院,4133011483,浙江省,杭州市,本科,
衢州学院,4133011488,浙江省,衢州市,本科,
宁波大学,4133011646,浙江省,宁波市,本科,
浙江传媒学院,4133011647,浙江省,杭州市,本科,
浙江树人学院,4133011842,浙江省教育厅,杭州市,本科,民办
浙江越秀外国语学院,4133012792,浙江省教育厅,绍兴市,本科,民办
宁波大红鹰学院,4133013001,浙江省教育厅,宁波市,本科,民办
浙江大学城市学院,4133013021,浙江省教育厅,杭州市,本科,民办
浙江大学宁波理工学院,4133013022,浙江省教育厅,宁波市,本科,民办
杭州医学院,4133013023,浙江省,杭州市,本科,
浙江工业大学之江学院,4133013275,浙江省教育厅,杭州市,本科,民办
浙江师范大学行知学院,4133013276,浙江省教育厅,金华市,本科,民办
宁波大学科学技术学院,4133013277,浙江省教育厅,宁波市,本科,民办
杭州电子科技大学信息工程学院,4133013279,浙江省教育厅,杭州市,本科,民办
浙江理工大学科技与艺术学院,4133013280,浙江省教育厅,杭州市,本科,民办
浙江海洋大学东海科学技术学院,4133013282,浙江省教育厅,舟山市,本科,民办
浙江农林大学暨阳学院,4133013283,浙江省教育厅,绍兴市,本科,民办
温州医科大学仁济学院,4133013284,浙江省教育厅,温州市,本科,民办
浙江中医药大学滨江学院,4133013285,浙江省教育厅,杭州市,本科,民办
杭州师范大学钱江学院,4133013286,浙江省教育厅,杭州市,本科,民办
湖州师范学院求真学院,4133013287,浙江省教育厅,湖州市,本科,民办
绍兴文理学院元培学院,4133013288,浙江省教育厅,绍兴市,本科,民办
温州大学瓯江学院,4133013289,浙江省教育厅,温州市,本科,民办
浙江工商大学杭州商学院,4133013290,浙江省教育厅,杭州市,本科,民办
嘉兴学院南湖学院,4133013291,浙江省教育厅,嘉兴市,本科,民办
中国计量大学现代科技学院,4133013292,浙江省教育厅,杭州市,本科,民办
浙江财经大学东方学院,4133013294,浙江省教育厅,嘉兴市,本科,民办
温州商学院,4133013637,浙江省教育厅,温州市,本科,民办
同济大学浙江学院,4133014206,浙江省教育厅,嘉兴市,本科,民办
上海财经大学浙江学院,4133014207,浙江省教育厅,金华市,本科,民办
浙江外国语学院,4133014275,浙江省,杭州市,本科,
浙江音乐学院,4133014535,浙江省,杭州市,本科,
宁波诺丁汉大学,4133016301,浙江省教育厅,宁波市,本科,中外合作办学
温州肯恩大学,4133016405,浙江省教育厅,温州市,本科,中外合作办学
宁波职业技术学院,4133010863,浙江省,宁波市,专科,
温州职业技术学院,4133010864,浙江省,温州市,专科,
浙江交通职业技术学院,4133012036,浙江省,杭州市,专科,
金华职业技术学院,4133012061,浙江省,金华市,专科,
宁波城市职业技术学院,4133012645,浙江省,宁波市,专科,
浙江电力职业技术学院,4133012646,浙江省,杭州市,专科,
浙江同济科技职业学院,4133012647,浙江省,杭州市,专科,
浙江工商职业技术学院,4133012789,浙江省,宁波市,专科,
台州职业技术学院,4133012790,浙江省,台州市,专科,
浙江工贸职业技术学院,4133012791,浙江省,温州市,专科,
浙江医药高等专科学校,4133012860,浙江省,宁波市,专科,
浙江机电职业技术学院,4133012861,浙江省,杭州市,专科,
浙江建设职业技术学院,4133012862,浙江省,杭州市,专科,
浙江艺术职业学院,4133012863,浙江省,杭州市,专科,
浙江经贸职业技术学院,4133012864,浙江省,杭州市,专科,
浙江商业职业技术学院,4133012865,浙江省,杭州市,专科,
浙江经济职业技术学院,4133012866,浙江省,杭州市,专科,
浙江旅游职业学院,4133012867,浙江省,杭州市,专科,
浙江育英职业技术学院,4133012868,浙江省教育厅,杭州市,专科,民办
浙江警官职业学院,4133012869,浙江省,杭州市,专科,
浙江金融职业学院,4133012870,浙江省,杭州市,专科,
浙江工业职业技术学院,4133012871,浙江省,绍兴市,专科,
杭州职业技术学院,4133012872,浙江省,杭州市,专科,
嘉兴职业技术学院,4133012874,浙江省,嘉兴市,专科,
湖州职业技术学院,4133012875,浙江省,湖州市,专科,
绍兴职业技术学院,4133012876,浙江省教育厅,绍兴市,专科,民办
衢州职业技术学院,4133012877,浙江省,衢州市,专科,
丽水职业技术学院,4133012878,浙江省,丽水市,专科,
浙江东方职业技术学院,4133013002,浙江省教育厅,温州市,专科,民办
义乌工商职业技术学院,4133013003,浙江省,金华市,专科,
浙江纺织服装职业技术学院,4133013025,浙江省,宁波市,专科,
杭州科技职业技术学院,4133013026,浙江省,杭州市,专科,
浙江长征职业技术学院,4133013027,浙江省教育厅,杭州市,专科,民办
嘉兴南洋职业技术学院,4133013028,浙江省教育厅,嘉兴市,专科,民办
浙江广厦建设职业技术学院,4133013029,浙江省教育厅,金华市,专科,民办
杭州万向职业技术学院,4133013030,浙江省教育厅,杭州市,专科,民办
浙江邮电职业技术学院,4133013688,浙江省,绍兴市,专科,
宁波卫生职业技术学院,4133013742,浙江省,宁波市,专科,
台州科技职业学院,4133013746,浙江省,台州市,专科,
浙江国际海运职业技术学院,4133013853,浙江省,舟山市,专科,
浙江体育职业技术学院,4133013854,浙江省,杭州市,专科,
温州科技职业学院,4133014088,浙江省,温州市,专科,
浙江汽车职业技术学院,4133014089,浙江省教育厅,台州市,专科,民办
浙江横店影视职业学院,4133014090,浙江省教育厅,金华市,专科,民办
浙江农业商贸职业学院,4133014269,浙江省,绍兴市,专科,
浙江特殊教育职业学院,4133014431,浙江省,杭州市,专科,
浙江安防职业技术学院,4133014492,浙江省,温州市,专科,
浙江舟山群岛新区旅游与健康职业学院,4133016408,浙江省,舟山市,专科,
安徽大学,4134010357,安徽省,合肥市,本科,
中国科学技术大学,4134010358,中国科学院,合肥市,本科,
合肥工业大学,4134010359,教育部,合肥市,本科,
安徽工业大学,4134010360,安徽省,马鞍山市,本科,
安徽理工大学,4134010361,安徽省,淮南市,本科,
安徽工程大学,4134010363,安徽省,芜湖市,本科,
安徽农业大学,4134010364,安徽省,合肥市,本科,
安徽医科大学,4134010366,安徽省,合肥市,本科,
蚌埠医学院,4134010367,安徽省,蚌埠市,本科,
皖南医学院,4134010368,安徽省,芜湖市,本科,
安徽中医药大学,4134010369,安徽省,合肥市,本科,
安徽师范大学,4134010370,安徽省,芜湖市,本科,
阜阳师范学院,4134010371,安徽省,阜阳市,本科,
安庆师范大学,4134010372,安徽省,安庆市,本科,
淮北师范大学,4134010373,安徽省,淮北市,本科,
黄山学院,4134010375,安徽省,黄山市,本科,
皖西学院,4134010376,安徽省,六安市,本科,
滁州学院,4134010377,安徽省,滁州市,本科,
安徽财经大学,4134010378,安徽省,蚌埠市,本科,
宿州学院,4134010379,安徽省,宿州市,本科,
巢湖学院,4134010380,安徽省,合肥市,本科,
淮南师范学院,4134010381,安徽省,淮南市,本科,
铜陵学院,4134010383,安徽省,铜陵市,本科,
安徽建筑大学,4134010878,安徽省,合肥市,本科,
安徽科技学院,4134010879,安徽省,滁州市,本科,
安徽三联学院,4134010959,安徽省教育厅,合肥市,本科,民办
合肥学院,4134011059,安徽省,合肥市,本科,
蚌埠学院,4134011305,安徽省,蚌埠市,本科,
池州学院,4134011306,安徽省,池州市,本科,
安徽新华学院,4134012216,安徽省教育厅,合肥市,本科,民办
安徽文达信息工程学院,4134012810,安徽省教育厅,合肥市,本科,民办
亳州学院,4134012926,安徽省,亳州市,本科,
安徽外国语学院,4134013065,安徽省教育厅,合肥市,本科,民办
安徽财经大学商学院,4134013611,安徽省教育厅,蚌埠市,本科,民办
安徽大学江淮学院,4134013612,安徽省教育厅,合肥市,本科,民办
安徽信息工程学院,4134013613,安徽省教育厅,芜湖市,本科,民办
安徽工业大学工商学院,4134013614,安徽省教育厅,马鞍山市,本科,民办
安徽建筑大学城市建设学院,4134013615,安徽省教育厅,合肥市,本科,民办
安徽农业大学经济技术学院,4134013616,安徽省教育厅,合肥市,本科,民办
安徽师范大学皖江学院,4134013617,安徽省教育厅,芜湖市,本科,民办
安徽医科大学临床医学院,4134013618,安徽省教育厅,合肥市,本科,民办
阜阳师范学院信息工程学院,4134013619,安徽省教育厅,阜阳市,本科,民办
淮北师范大学信息学院,4134013620,安徽省教育厅,淮北市,本科,民办
合肥师范学院,4134014098,安徽省,合肥市,本科,
河海大学文天学院,4134014203,安徽省教育厅,马鞍山市,本科,民办
安徽职业技术学院,4134010869,安徽省,合肥市,专科,
淮北职业技术学院,4134010963,安徽省,淮北市,专科,
芜湖职业技术学院,4134011061,安徽省,芜湖市,专科,
淮南联合大学,4134011308,安徽省,淮南市,专科,
安徽商贸职业技术学院,4134012072,安徽省,芜湖市,专科,
安徽水利水电职业技术学院,4134012073,安徽省,合肥市,专科,
阜阳职业技术学院,4134012074,安徽省,阜阳市,专科,
铜陵职业技术学院,4134012217,安徽省,铜陵市,专科,
民办万博科技职业学院,4134012218,安徽省教育厅,合肥市,专科,民办
安徽警官职业学院,4134012219,安徽省,合肥市,专科,
淮南职业技术学院,4134012220,安徽省,淮南市,专科,
安徽工业经济职业技术学院,4134012334,安徽省,合肥市,专科,
合肥通用职业技术学院,4134012410,安徽省,合肥市,专科,
安徽工贸职业技术学院,4134012811,安徽省,淮南市,专科,
宿州职业技术学院,4134012812,安徽省,宿州市,专科,
六安职业技术学院,4134012813,安徽省,六安市,专科,
安徽电子信息职业技术学院,4134012814,安徽省,蚌埠市,专科,
民办合肥经济技术职业学院,4134012815,安徽省教育厅,合肥市,专科,民办
安徽交通职业技术学院,4134012816,安徽省,合肥市,专科,
安徽体育运动职业技术学院,4134012817,安徽省,合肥市,专科,
安徽中医药高等专科学校,4134012924,安徽省,芜湖市,专科,
安徽医学高等专科学校,4134012925,安徽省,合肥市,专科,
合肥职业技术学院,4134013058,安徽省,合肥市,专科,
滁州职业技术学院,4134013059,安徽省,滁州市,专科,
池州职业技术学院,4134013060,安徽省,池州市,专科,
宣城职业技术学院,4134013061,安徽省,宣城市,专科,
安徽广播影视职业技术学院,4134013062,安徽省,合肥市,专科,
民办合肥滨湖职业技术学院,4134013064,安徽省教育厅,合肥市,专科,民办
安徽电气工程职业技术学院,4134013336,安徽省,合肥市,专科,
安徽冶金科技职业学院,4134013337,安徽省,马鞍山市,专科,
安徽城市管理职业学院,4134013338,安徽省,合肥市,专科,
安徽机电职业技术学院,4134013339,安徽省,芜湖市,专科,
安徽工商职业学院,4134013340,安徽省,合肥市,专科,
安徽中澳科技职业学院,4134013341,安徽省,合肥市,专科,
阜阳科技职业学院,4134013342,安徽省教育厅,阜阳市,专科,民办
亳州职业技术学院,4134013343,安徽省,亳州市,专科,
安徽国防科技职业学院,4134013344,安徽省,六安市,专科,
安庆职业技术学院,4134013345,安徽省,安庆市,专科,
安徽艺术职业学院,4134013346,安徽省,合肥市,专科,
马鞍山师范高等专科学校,4134013760,安徽省,马鞍山市,专科,
安徽财贸职业学院,4134013845,安徽省,合肥市,专科,
安徽国际商务职业学院,4134013846,安徽省,合肥市,专科,
安徽公安职业学院,4134013847,安徽省,合肥市,专科,
安徽林业职业技术学院,4134013848,安徽省,合肥市,专科,
安徽审计职业学院,4134013849,安徽省,合肥市,专科,
安徽新闻出版职业技术学院,4134013850,安徽省,合肥市,专科,
安徽邮电职业技术学院,4134013851,安徽省,合肥市,专科,
安徽工业职业技术学院,4134013852,安徽省,铜陵市,专科,
民办合肥财经职业学院,4134014058,安徽省教育厅,合肥市,专科,民办
安庆医药高等专科学校,4134014096,安徽省,安庆市,专科,
安徽涉外经济职业学院,4134014132,安徽省教育厅,合肥市,专科,民办
安徽绿海商务职业学院,4134014133,安徽省教育厅,合肥市,专科,民办
合肥共达职业技术学院,4134014135,安徽省教育厅,合肥市,专科,民办
蚌埠经济技术职业学院,4134014137,安徽省教育厅,蚌埠市,专科,民办
民办安徽旅游职业学院,4134014165,安徽省教育厅,阜阳市,专科,民办
徽商职业学院,4134014191,安徽省,合肥市,专科,
马鞍山职业技术学院,4134014192,安徽省,马鞍山市,专科,
安徽现代信息工程职业学院,4134014210,安徽省教育厅,六安市,专科,民办
安徽矿业职业技术学院,4134014229,安徽省教育厅,淮北市,专科,民办
合肥信息技术职业学院,4134014230,安徽省教育厅,合肥市,专科,民办
桐城师范高等专科学校,4134014273,安徽省,安庆市,专科,
黄山职业技术学院,4134014296,安徽省,黄山市,专科,
滁州城市职业学院,4134014297,安徽省,滁州市,专科,
安徽汽车职业技术学院,4134014298,安徽省,合肥市,专科,
皖西卫生职业学院,4134014299,安徽省,六安市,专科,
合肥幼儿师范高等专科学校,4134014330,安徽省,合肥市,专科,
安徽长江职业学院,4134014341,安徽省教育厅,合肥市,专科,民办
安徽扬子职业技术学院,4134014342,安徽省教育厅,芜湖市,专科,民办
安徽黄梅戏艺术职业学院,4134014378,安徽省,安庆市,专科,
安徽粮食工程职业学院,4134014418,安徽省,合肥市,专科,
安徽卫生健康职业学院,4134014419,安徽省,池州市,专科,
合肥科技职业学院,4134014420,安徽省教育厅,合肥市,专科,民办
皖北卫生职业学院,4134014502,安徽省,宿州市,专科,
阜阳幼儿师范高等专科学校,4134014536,安徽省,阜阳市,专科,
厦门大学,4135010384,教育部,厦门市,本科,
华侨大学,4135010385,国务院侨办,泉州市,本科,
福州大学,4135010386,福建省,福州市,本科,
福建工程学院,4135010388,福建省,福州市,本科,
福建农林大学,4135010389,福建省,福州市,本科,
集美大学,4135010390,福建省,厦门市,本科,
福建医科大学,4135010392,福建省,福州市,本科,
福建中医药大学,4135010393,福建省,福州市,本科,
福建师范大学,4135010394,福建省,福州市,本科,
闽江学院,4135010395,福建省,福州市,本科,
武夷学院,4135010397,福建省,南平市,本科,
宁德师范学院,4135010398,福建省,宁德市,本科,
泉州师范学院,4135010399,福建省,泉州市,本科,
闽南师范大学,4135010402,福建省,漳州市,本科,
厦门理工学院,4135011062,福建省,厦门市,本科,
